"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","created2"
"27","RT @hombretraficogt: Cerrarán puente Belice <U+0001F6D1>

Informa @CIVguate que será este domingo 21 de octubre 2018, de 05:00 a 08:00 horas.

Cc #tra…",FALSE,0,NA,2018-10-19 23:21:48,FALSE,NA,"1053426014758547456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JessyAguirre",8,TRUE,FALSE,NA,NA,2018-10-19 17:21:48
"28","RT @hombretraficogt: Cerrarán puente Belice <U+0001F6D1>

Informa @CIVguate que será este domingo 21 de octubre 2018, de 05:00 a 08:00 horas.

Cc #tra…",FALSE,0,NA,2018-10-19 23:21:01,FALSE,NA,"1053425816720367616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amilcarmontejo",8,TRUE,FALSE,NA,NA,2018-10-19 17:21:01
"29","RT @BarbaraMontejo: @amilcarmontejo hay una roca gigante a mitad de carretera en km 171 carretera al Atlántico, está desde anoche y puede c…",FALSE,0,NA,2018-10-19 23:20:15,FALSE,NA,"1053425624424087552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","burdet_sergio",13,TRUE,FALSE,NA,NA,2018-10-19 17:20:15
"30","Cerrarán puente Belice <U+0001F6D1>

Informa @CIVguate que será este domingo 21 de octubre 2018, de 05:00 a 08:00 horas.

Cc… https://t.co/JWyIErHUAa",FALSE,6,NA,2018-10-19 23:19:28,TRUE,NA,"1053425428407422976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hombretraficogt",8,FALSE,FALSE,NA,NA,2018-10-19 17:19:28
"31","“Ya no sé si dar mi dirección o mi número de placa” #traficogt",FALSE,5,NA,2018-10-19 23:18:34,FALSE,NA,"1053425202393219073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Aleemc_12",1,FALSE,FALSE,NA,NA,2018-10-19 17:18:34
"32","Ayer no le di vía a nadie; hoy le di vía a mucha gente. Es para que haya un equilibrio en el #TráficoGT . <U+0001F917>",FALSE,6,NA,2018-10-19 23:16:33,FALSE,NA,"1053424693783474177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kevs_ralda",0,FALSE,FALSE,NA,NA,2018-10-19 17:16:33
"33","RT @andyfmz: @DTransitoPNC @traficogt @amilcarmontejo hubo un accidente frente a villas de Barberena sobre CA1 y la gente estupida se esta…",FALSE,0,NA,2018-10-19 23:13:14,FALSE,NA,"1053423859855249410",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mar_Flo_GT",6,TRUE,FALSE,NA,NA,2018-10-19 17:13:14
"34","Mi pendejada del día: no darme cuenta de que hay un súper carril reversible sobre la Atanasio hacia dirección Sur #mátenme #TraficoGT",FALSE,0,NA,2018-10-19 23:11:53,FALSE,NA,"1053423518115942400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pretty_rahel",0,FALSE,FALSE,NA,NA,2018-10-19 17:11:53
"35","RT @andyfmz: @DTransitoPNC @traficogt @amilcarmontejo hubo un accidente frente a villas de Barberena sobre CA1 y la gente estupida se esta…",FALSE,0,NA,2018-10-19 23:10:29,FALSE,NA,"1053423168289939461",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","detejedam",6,TRUE,FALSE,NA,NA,2018-10-19 17:10:29
"36","RT @andyfmz: @DTransitoPNC @traficogt @amilcarmontejo hubo un accidente frente a villas de Barberena sobre CA1 y la gente estupida se esta…",FALSE,0,NA,2018-10-19 23:08:21,FALSE,NA,"1053422630576013312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amilcarmontejo",6,TRUE,FALSE,NA,NA,2018-10-19 17:08:21
"37","RT @EveeHernandez6: @amilcarmontejo  #traficogt periférico Norte camion con desperfectos https://t.co/tuRIzySDZk",FALSE,0,NA,2018-10-19 23:08:02,FALSE,NA,"1053422551316287488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amilcarmontejo",5,TRUE,FALSE,NA,NA,2018-10-19 17:08:02
"38","RT @amilcarmontejo: Dos motocicletas colisionaron en 27 calle 35 avenida #TraficoGT zona 5. 

Motorista queda tirado en #TransitoGT y el ot…",FALSE,0,NA,2018-10-19 23:07:44,FALSE,NA,"1053422475571314688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marcor4lopez",9,TRUE,FALSE,NA,NA,2018-10-19 17:07:44
"39","Alguien sabe si hay carril reversible a Prados de Monte María ? #traficogt",FALSE,0,NA,2018-10-19 23:06:22,FALSE,NA,"1053422131244097537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Iris59473950",0,FALSE,FALSE,NA,NA,2018-10-19 17:06:22
"40","@cristosalva1982 @amilcarmontejo @traficogt @traficogtinfo @PMT_VILLANUEVA Quien informa que paso en la Aguilar sob… https://t.co/d7Fi4lVs6t",FALSE,0,"cristosalva1982",2018-10-19 23:03:44,TRUE,"1053185666148982785","1053421471027134464","4446020234","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yeka_D9",0,FALSE,FALSE,NA,NA,2018-10-19 17:03:44
"41","@sonora969 @traficogt nuevamente 1 hr parado en la reforma, hasta cuando?? @muniguate @amilcarmontejo https://t.co/67eU4xWPEh",FALSE,0,"gramirezp1",2018-10-19 23:01:42,FALSE,"1053124484067180549","1053420956067266560","542170266","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gramirezp1",0,FALSE,FALSE,NA,NA,2018-10-19 17:01:42
"42","No bajen a la Antigua, es un caos en la cuchilla de la choza. #traficogt https://t.co/vMqjPVZRa1",FALSE,0,NA,2018-10-19 23:00:21,FALSE,NA,"1053420619495301120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ari_medicen",0,FALSE,FALSE,NA,NA,2018-10-19 17:00:21
"43","#TraficoGT fluido en el periférico de zona 1 a la Bethania zona 7 de norte a sur. @prensa_libre https://t.co/cc8wDbOF6O",FALSE,0,NA,2018-10-19 22:57:57,FALSE,NA,"1053420013988782081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","noticiascastro",0,FALSE,FALSE,NA,NA,2018-10-19 16:57:57
"44","RT @hombretraficogt: Bronca en 2 avenida 7 calle zona 1 <U+0001F6D1>

Bici-taxista y Auto-taxista se pelearon, ya que no hubo cortesía para darse vía.…",FALSE,0,NA,2018-10-19 22:57:29,FALSE,NA,"1053419894736326656",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","BrayEstt",51,TRUE,FALSE,NA,NA,2018-10-19 16:57:29
"45","#FrenemosLosAccidentes | Un accidente de #tráficoGT deja una persona herida y otra fallecida en la aldea Ixmulca en… https://t.co/pIFeWlp8AM",FALSE,4,NA,2018-10-19 22:52:54,TRUE,NA,"1053418743567712256",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","prensa_libre",0,FALSE,FALSE,NA,NA,2018-10-19 16:52:54
"46","RT @hombretraficogt: Bronca en 2 avenida 7 calle zona 1 <U+0001F6D1>

Bici-taxista y Auto-taxista se pelearon, ya que no hubo cortesía para darse vía.…",FALSE,0,NA,2018-10-19 22:51:42,FALSE,NA,"1053418441573613568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BillyOr23751425",51,TRUE,FALSE,NA,NA,2018-10-19 16:51:42
"47","RT @brupal: Al viajar de #blvdliberacion hacia #eltrébol al llegar al puente, hay un agujero muy grande y peligroso, por favor su apoyo con…",FALSE,0,NA,2018-10-19 22:50:43,FALSE,NA,"1053418191488200710",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","aurydeleone",37,TRUE,FALSE,NA,NA,2018-10-19 16:50:43
"48","RT @BarbaraMontejo: @amilcarmontejo hay una roca gigante a mitad de carretera en km 171 carretera al Atlántico, está desde anoche y puede c…",FALSE,0,NA,2018-10-19 22:48:33,FALSE,NA,"1053417649164767232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","raloarca",13,TRUE,FALSE,NA,NA,2018-10-19 16:48:33
"49","Así de bonito el #TraficoGT de la 19 calle zona 10 https://t.co/ad3YKnDxuw",FALSE,2,NA,2018-10-19 22:39:24,FALSE,NA,"1053415347091587072",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","la_e_lucy",0,FALSE,FALSE,NA,NA,2018-10-19 16:39:24
"50","@AmikooPark en 11 calle zona 9 atrás de CC montufar con #traficogt complicado. Urge su ayuda por favor https://t.co/tYySexTndp",FALSE,0,"AmikooPark",2018-10-19 22:35:53,FALSE,NA,"1053414460038221824","786842051027492864","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IlyZeaDeSalazar",0,FALSE,FALSE,NA,NA,2018-10-19 16:35:53
"51","RT @ThePunisherGT: Si no tiene que salir obligadamente este fin de semana, mejor quédese en casita. Con esa acción apoya a los que tenemos…",FALSE,0,NA,2018-10-19 22:34:14,FALSE,NA,"1053414047004196864",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Carflolo2",16,TRUE,FALSE,NA,NA,2018-10-19 16:34:14
"52","@amilcarmontejo en la 11 calle zona 9 urge su ayuda #Traficogt complicado https://t.co/iXBRMIrcQg",FALSE,1,"amilcarmontejo",2018-10-19 22:27:31,FALSE,NA,"1053412353528750081","372126670","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IlyZeaDeSalazar",0,FALSE,FALSE,NA,NA,2018-10-19 16:27:31
"53","RT @DashcamGT: Si hay un carro con pide vías puesto para virar debes esperar para rebasar. El motorista tuvo que esperar para no arriesgars…",FALSE,0,NA,2018-10-19 22:21:01,FALSE,NA,"1053410718370988033",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","guille_vela",8,TRUE,FALSE,NA,NA,2018-10-19 16:21:01
"54","RT @DashcamGT: Si hay un carro con pide vías puesto para virar debes esperar para rebasar. El motorista tuvo que esperar para no arriesgars…",FALSE,0,NA,2018-10-19 22:17:39,FALSE,NA,"1053409873340391424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eLeGepuntoGeTe",8,TRUE,FALSE,NA,NA,2018-10-19 16:17:39
"55","RT @ferdy_jose: #traficogt ¿Y aún así quieren #EXPROPIARNOS el #Oct22? Asco Total: #CHAIRO #CHAIRO #CHAIRIpensamientos... <U+0001F468><U+200D><U+0001F33E><U+0001F525> https://t.co…",FALSE,0,NA,2018-10-19 22:17:29,FALSE,NA,"1053409828071239680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TephizG",2,TRUE,FALSE,NA,NA,2018-10-19 16:17:29
"56","RT @Jenifeerbm: Toda la semana pasó algo en la cuesta de Villalobos <U+0001F92F> #TraficoGt https://t.co/dOpzwRInkD",FALSE,0,NA,2018-10-19 22:17:01,FALSE,NA,"1053409713646374913",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TephizG",1,TRUE,FALSE,NA,NA,2018-10-19 16:17:01
"57","RT @Allan_Luther: Dicen que como nos quejamos por el aumento de la gasolina, ahora nos tocará remar en #TráficoGT <U+0001F602><U+0001F605> así nos ahorramos en c…",FALSE,0,NA,2018-10-19 22:15:56,FALSE,NA,"1053409438814605314",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TephizG",2,TRUE,FALSE,NA,NA,2018-10-19 16:15:56
"58","Necesito un dato, que tal esta el #TraficoGT para villa nueva? 
Ya puedo ir a mi casa o me quedo otra vez por acá <U+0001F622>",FALSE,1,NA,2018-10-19 22:15:37,FALSE,NA,"1053409358556643330",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TephizG",0,FALSE,FALSE,NA,NA,2018-10-19 16:15:37
"59","RT @EveeHernandez6: @amilcarmontejo  #traficogt periférico Norte camion con desperfectos https://t.co/tuRIzySDZk",FALSE,0,NA,2018-10-19 22:15:14,FALSE,NA,"1053409264654565385",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","EveeHernandez6",5,TRUE,FALSE,NA,NA,2018-10-19 16:15:14
"60","@amilcarmontejo  #traficogt periférico Norte camion con desperfectos https://t.co/tuRIzySDZk",FALSE,6,"amilcarmontejo",2018-10-19 22:14:58,FALSE,NA,"1053409195507236865","372126670","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","EveeHernandez6",5,FALSE,FALSE,NA,NA,2018-10-19 16:14:58
"61","Hay tantos vehículo en la ciudad que pronto los reversibles serán todo el día. #TraficoGT",FALSE,3,NA,2018-10-19 22:14:46,FALSE,NA,"1053409147562143744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jcuellar_1987",0,FALSE,FALSE,NA,NA,2018-10-19 16:14:46
"62","RT @EsaBocaReloaded: La cola en la Aguilar Batres va desde el Trébol y apenas avanza. ¿Ya reservaron hotel para pasar la noche? 
#TraficoGt",FALSE,0,NA,2018-10-19 22:14:37,FALSE,NA,"1053409109230391300",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TephizG",3,TRUE,FALSE,NA,NA,2018-10-19 16:14:37
"63","RT @guille_vela: Salir a las 4:40 pm del trabajo (z13) directo hacia tu casa para llegar a las 11:55 pm (Villa Nueva)... #TraficoGT https:/…",FALSE,0,NA,2018-10-19 22:13:34,FALSE,NA,"1053408845731643393",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AlejandraM4M",3,TRUE,FALSE,NA,NA,2018-10-19 16:13:34
"64","RT @geo2089: Ni se les ocurra venír por Periférico Sur #TraficoGT https://t.co/tHE4s2NImL",FALSE,0,NA,2018-10-19 22:08:44,FALSE,NA,"1053407627479277569",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ROSLYNJEANNETTE",1,TRUE,FALSE,NA,NA,2018-10-19 16:08:44
"65","RT @prensa_libre: #TráficoGT | Haber retirado el bordillo central incrementa las probabilidades de hechos tránsito, más estos otros problem…",FALSE,0,NA,2018-10-19 22:08:28,FALSE,NA,"1053407561897181185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DashcamGT",3,TRUE,FALSE,NA,NA,2018-10-19 16:08:28
"66","@EmisorasUnidas Y creo que 7 Km es rápido

Estamos totalmente parados #traficoGT https://t.co/4BGG2XA6hh",FALSE,0,"EmisorasUnidas",2018-10-19 22:07:51,FALSE,"1053399925403381763","1053407404635885568","40256008","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","geo2089",0,FALSE,FALSE,NA,NA,2018-10-19 16:07:51
"67","@DTransitoPNC @traficogt @amilcarmontejo hubo un accidente frente a villas de Barberena sobre CA1 y la gente estupi… https://t.co/PBiZvnN0tO",FALSE,8,"DTransitoPNC",2018-10-19 22:03:10,TRUE,NA,"1053406228544741378","604917414","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andyfmz",6,FALSE,FALSE,NA,NA,2018-10-19 16:03:10
"68","RT @TelediarioGT: #TráficoGT |@PMT_VILLANUEVA Interviene y baja de vehículos sobrecargados a emigrantes hondureños, entre las personas que…",FALSE,0,NA,2018-10-19 22:01:26,FALSE,NA,"1053405789849837568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CristianEliGali",12,TRUE,FALSE,NA,NA,2018-10-19 16:01:26
"69","#TráficoGT | Haber retirado el bordillo central incrementa las probabilidades de hechos tránsito, más estos otros p… https://t.co/6eFGJ4s91m",FALSE,8,NA,2018-10-19 22:00:01,TRUE,NA,"1053405433627430912",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","prensa_libre",3,FALSE,FALSE,NA,NA,2018-10-19 16:00:01
"70","Esto en el #TráficoGT #TransitoGT https://t.co/23QIQm9U4K",FALSE,0,NA,2018-10-19 21:59:26,FALSE,NA,"1053405286940229634",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rancherosoy",0,FALSE,FALSE,NA,NA,2018-10-19 15:59:26
"71","RT @hombretraficogt: Bronca en 2 avenida 7 calle zona 1 <U+0001F6D1>

Bici-taxista y Auto-taxista se pelearon, ya que no hubo cortesía para darse vía.…",FALSE,0,NA,2018-10-19 21:57:26,FALSE,NA,"1053404782860361728",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","gordoviajero",51,TRUE,FALSE,NA,NA,2018-10-19 15:57:26
"72","RT @guategotica: @SantosDalia @PMT_VILLANUEVA fue hoy temprano!! + tarde saber!! esperemos mañana a ver k otra habrá... ya con seriedad muc…",FALSE,0,NA,2018-10-19 21:54:16,FALSE,NA,"1053403987062505473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EdwinSantaCru19",1,TRUE,FALSE,NA,NA,2018-10-19 15:54:16
"73","Ni se les ocurra venír por Periférico Sur #TraficoGT https://t.co/tHE4s2NImL",FALSE,2,NA,2018-10-19 21:51:41,FALSE,NA,"1053403336802738183",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","geo2089",1,FALSE,FALSE,NA,NA,2018-10-19 15:51:41
"74","RT @BarbaraMontejo: @amilcarmontejo hay una roca gigante a mitad de carretera en km 171 carretera al Atlántico, está desde anoche y puede c…",FALSE,0,NA,2018-10-19 21:47:19,FALSE,NA,"1053402238507454465",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","GESINTGT",13,TRUE,FALSE,NA,NA,2018-10-19 15:47:19
"75","1. El problema de las filas dobles.
2. El problema de los motoristas que aparecen de la nada por el arriate.… https://t.co/PTozH25BWn",FALSE,10,NA,2018-10-19 21:40:42,TRUE,NA,"1053400572865531910",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DashcamGT",2,FALSE,FALSE,NA,NA,2018-10-19 15:40:42
"76","RT @BarbaraMontejo: @amilcarmontejo hay una roca gigante a mitad de carretera en km 171 carretera al Atlántico, está desde anoche y puede c…",FALSE,0,NA,2018-10-19 21:38:07,FALSE,NA,"1053399921292992512",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","aurydeleone",13,TRUE,FALSE,NA,NA,2018-10-19 15:38:07
"77","Si me miran en el hermoso #TraficoGT hay me saludan, no sean maleducados demuestren que fueron a la U https://t.co/SjmK3gYadk",FALSE,0,NA,2018-10-19 21:37:58,FALSE,NA,"1053399887042277376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","noticiascastro",0,FALSE,FALSE,NA,NA,2018-10-19 15:37:58
"78","RT @DashcamGT: Si hay un carro con pide vías puesto para virar debes esperar para rebasar. El motorista tuvo que esperar para no arriesgars…",FALSE,0,NA,2018-10-19 21:32:27,FALSE,NA,"1053398496290713601",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jeison_rock1994",8,TRUE,FALSE,NA,NA,2018-10-19 15:32:27
"79","RT @piucarrera: Si me miran en el bello #TraficoGT hay me saludan, no sean maleducados. <U+0001F601> https://t.co/3UMkpH8TcG",FALSE,0,NA,2018-10-19 21:25:34,FALSE,NA,"1053396765326622725",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","saul_muniz",5,TRUE,FALSE,NA,NA,2018-10-19 15:25:34
"80","¿Alguien sabe por qué hoy a esta hora están transitando (demasiados) camiones / trailers de carga?

Eso hasta donde… https://t.co/BBwAuNq1mg",FALSE,1,NA,2018-10-19 21:24:48,TRUE,NA,"1053396571461730306",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JaimeEFlorian",0,FALSE,FALSE,NA,NA,2018-10-19 15:24:48
"81","RT @BarbaraMontejo: @amilcarmontejo hay una roca gigante a mitad de carretera en km 171 carretera al Atlántico, está desde anoche y puede c…",FALSE,0,NA,2018-10-19 21:23:45,FALSE,NA,"1053396308675956736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MonicaArrazola",13,TRUE,FALSE,NA,NA,2018-10-19 15:23:45
"82","@Hector_picante @amilcarmontejo @traficogt @infoTRAFICOgt @prensa_libre Evítese el estrés y la mala vibra.",FALSE,1,"Hector_picante",2018-10-19 21:20:31,FALSE,"1053349519222542336","1053395493676634113","232492263","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eloteloko1",0,FALSE,FALSE,NA,NA,2018-10-19 15:20:31
"83","Me les pelo, ni a ingerir alcohol hoy con ese tráfico maldito que hacen uds pinches mendigos mierdas, solo porque e… https://t.co/0ynxUAS5Cy",FALSE,0,NA,2018-10-19 21:18:08,TRUE,NA,"1053394895128457216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","loropapa",0,FALSE,FALSE,NA,NA,2018-10-19 15:18:08
"84","RT @PampichiNews: #URGENTE - #COMPARTE <U+26A0><U+FE0F><U+26DF>
#TraficoGT completamente detenido en la ruta al Pacífico km. 16 ruta al Pacífico hacia la ciudad…",FALSE,0,NA,2018-10-19 21:18:07,FALSE,NA,"1053394891210981376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RafaelAE1967",9,TRUE,FALSE,NA,NA,2018-10-19 15:18:07
"85","RT @odioapancho: Tu ""ciudad del futuro"".

#TráficoGT https://t.co/TDfes0kg78",FALSE,0,NA,2018-10-19 21:17:29,FALSE,NA,"1053394732360105984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jcguit",6,TRUE,FALSE,NA,NA,2018-10-19 15:17:29
"86","RT @DashcamGT: Urgen más operativos PMT de alcoholemia. Ayer por la noche se captó a éste conductor ebrio que se pegaba mucho a la barrera…",FALSE,0,NA,2018-10-19 21:16:16,FALSE,NA,"1053394426255601671",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LideresGt",5,TRUE,FALSE,NA,NA,2018-10-19 15:16:16
"87","RT @InformalDiario: Imagen EXCLUSIVA de como quedó la Aguilar Batres luego del #traficogt de los últimos días por la #lluviagt (y la impeca…",FALSE,0,NA,2018-10-19 21:15:45,FALSE,NA,"1053394293740711937",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ado_pineda",16,TRUE,FALSE,NA,NA,2018-10-19 15:15:45
"88","RT @BarbaraMontejo: @amilcarmontejo hay una roca gigante a mitad de carretera en km 171 carretera al Atlántico, está desde anoche y puede c…",FALSE,0,NA,2018-10-19 21:14:59,FALSE,NA,"1053394101708775424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TolGManuel",13,TRUE,FALSE,NA,NA,2018-10-19 15:14:59
"89","Lo bueno de ahora es que ya te psicologías que va a ver un tráfico de la gran puta! #TraficoGT",FALSE,2,NA,2018-10-19 21:14:30,FALSE,NA,"1053393980715659269",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnaFerSolares",0,FALSE,FALSE,NA,NA,2018-10-19 15:14:30
"90","RT @erickc07: @SantosDalia @amilcarmontejo @traficogt venga a la 53 calle petapa (TIPIC) y controlen esto por favor todos están contra la v…",FALSE,0,NA,2018-10-19 21:13:05,FALSE,NA,"1053393622836633600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","robrt_emma",1,TRUE,FALSE,NA,NA,2018-10-19 15:13:05
"91","1 calle 4 avenida #TraficoGT zona 9. Tráiler con fallas mecánicas afecta ingreso a Mercado Terminal.

@DelCid390 co… https://t.co/SWTyMuy67M",FALSE,6,NA,2018-10-19 21:11:52,TRUE,NA,"1053393317570985985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amilcarmontejo",2,FALSE,FALSE,NA,NA,2018-10-19 15:11:52
"92","RT @BarbaraMontejo: @amilcarmontejo hay una roca gigante a mitad de carretera en km 171 carretera al Atlántico, está desde anoche y puede c…",FALSE,0,NA,2018-10-19 21:10:30,FALSE,NA,"1053392975022227457",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GamboaGomez",13,TRUE,FALSE,NA,NA,2018-10-19 15:10:30
"93","RT @BarbaraMontejo: @amilcarmontejo hay una roca gigante a mitad de carretera en km 171 carretera al Atlántico, está desde anoche y puede c…",FALSE,0,NA,2018-10-19 21:08:42,FALSE,NA,"1053392520204468224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jaunelibellule",13,TRUE,FALSE,NA,NA,2018-10-19 15:08:42
"94","RT @BarbaraMontejo: @amilcarmontejo hay una roca gigante a mitad de carretera en km 171 carretera al Atlántico, está desde anoche y puede c…",FALSE,0,NA,2018-10-19 21:08:32,FALSE,NA,"1053392477175119873",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Q0NTR0L",13,TRUE,FALSE,NA,NA,2018-10-19 15:08:32
"95","RT @BarbaraMontejo: @amilcarmontejo hay una roca gigante a mitad de carretera en km 171 carretera al Atlántico, está desde anoche y puede c…",FALSE,0,NA,2018-10-19 21:08:26,FALSE,NA,"1053392453263335424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ajosegaitan",13,TRUE,FALSE,NA,NA,2018-10-19 15:08:26
"96","RT @BarbaraMontejo: @amilcarmontejo hay una roca gigante a mitad de carretera en km 171 carretera al Atlántico, está desde anoche y puede c…",FALSE,0,NA,2018-10-19 21:06:45,FALSE,NA,"1053392028351057920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amilcarmontejo",13,TRUE,FALSE,NA,NA,2018-10-19 15:06:45
"97","RT @odioapancho: Tu ""ciudad del futuro"".

#TráficoGT https://t.co/TDfes0kg78",FALSE,0,NA,2018-10-19 21:03:38,FALSE,NA,"1053391246620790784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MILOSotoj",6,TRUE,FALSE,NA,NA,2018-10-19 15:03:38
"98","@SantosDalia @PMT_VILLANUEVA fue hoy temprano!! + tarde saber!! esperemos mañana a ver k otra habrá... ya con serie… https://t.co/kEvFOfNCh1",FALSE,0,"SantosDalia",2018-10-19 21:00:52,TRUE,"1053343019599097857","1053390547191259137","551138653","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","guategotica",1,FALSE,FALSE,NA,NA,2018-10-19 15:00:52
